# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2328167	2330191	-							G3568_RS11115	2025		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2328167	2330191	-	WP_163502215.1	WP_163502215.1		PhoX family phosphatase			G3568_RS11115	2025	674	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2330368	2331660	+							G3568_RS11120	1293		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2330368	2331660	+	WP_163502216.1	WP_163502216.1		ferredoxin reductase family protein			G3568_RS11120	1293	430	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2331657	2332499	+							G3568_RS11125	843		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2331657	2332499	+	WP_163502217.1	WP_163502217.1		cytochrome b5 domain-containing protein			G3568_RS11125	843	280	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2332509	2333321	-							G3568_RS11130	813		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2332509	2333321	-	WP_163502218.1	WP_163502218.1		TraX family protein			G3568_RS11130	813	270	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2333353	2333760	-							G3568_RS11135	408		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2333353	2333760	-	WP_163502219.1	WP_163502219.1		gamma-glutamylcyclotransferase			G3568_RS11135	408	135	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2333856	2334815	+							G3568_RS11140	960		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2333856	2334815	+	WP_163502220.1	WP_163502220.1		LysR family transcriptional regulator			G3568_RS11140	960	319	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2334971	2335498	+							G3568_RS11145	528		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2334971	2335498	+	WP_163502221.1	WP_163502221.1		TRAP transporter small permease subunit			G3568_RS11145	528	175	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2335495	2336814	+							G3568_RS11150	1320		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2335495	2336814	+	WP_163502222.1	WP_163502222.1		TRAP transporter large permease subunit			G3568_RS11150	1320	439	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2336908	2337969	+							G3568_RS11155	1062		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2336908	2337969	+	WP_163502223.1	WP_163502223.1		TRAP transporter substrate-binding protein			G3568_RS11155	1062	353	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2338046	2339425	+							G3568_RS11160	1380		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2338046	2339425	+	WP_163502224.1	WP_163502224.1		glutamine synthetase			G3568_RS11160	1380	459	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2339615	2341000	+							G3568_RS11165	1386		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2339615	2341000	+	WP_163502225.1	WP_163502225.1		aldehyde dehydrogenase family protein			G3568_RS11165	1386	461	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2341010	2342191	+							G3568_RS11170	1182		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2341010	2342191	+	WP_205600995.1	WP_205600995.1		iron-containing alcohol dehydrogenase			G3568_RS11170	1182	393	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2342253	2342960	+							G3568_RS11175	708		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2342253	2342960	+	WP_163502226.1	WP_163502226.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein			G3568_RS11175	708	235	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2342970	2344169	+							G3568_RS11180	1200		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2342970	2344169	+	WP_163502227.1	WP_163502227.1		cation:proton antiporter			G3568_RS11180	1200	399	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2344166	2346364	-							G3568_RS11185	2199		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2344166	2346364	-	WP_163502228.1	WP_163502228.1		cation-translocating P-type ATPase			G3568_RS11185	2199	732	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2346446	2346901	+					cadR		G3568_RS11190	456		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2346446	2346901	+	WP_163502229.1	WP_163502229.1		Cd(II)/Pb(II)-responsive transcriptional regulator	cadR		G3568_RS11190	456	151	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2346998	2347765	-							G3568_RS11195	768		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2346998	2347765	-	WP_163502230.1	WP_163502230.1		transporter substrate-binding domain-containing protein			G3568_RS11195	768	255	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2347882	2348652	-							G3568_RS11200	771		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2347882	2348652	-	WP_163502231.1	WP_163502231.1		transporter substrate-binding domain-containing protein			G3568_RS11200	771	256	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2348797	2349519	-							G3568_RS11205	723		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2348797	2349519	-	WP_163502232.1	WP_163502232.1		ABC transporter permease			G3568_RS11205	723	240	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2349522	2350223	-							G3568_RS11210	702		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2349522	2350223	-	WP_163502233.1	WP_163502233.1		ABC transporter permease			G3568_RS11210	702	233	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2350239	2351009	-							G3568_RS11215	771		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2350239	2351009	-	WP_163502234.1	WP_163502234.1		ATP-binding cassette domain-containing protein			G3568_RS11215	771	256	
gene	pseudogene	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2351245	2352243	-							G3568_RS11220	999		pseudo
CDS	without_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2351245	2352243	-				succinylglutamate desuccinylase			G3568_RS11220	999		pseudo
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2352580	2353179	+					wrbA		G3568_RS11225	600		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2352580	2353179	+	WP_163502235.1	WP_163502235.1		NAD(P)H:quinone oxidoreductase	wrbA		G3568_RS11225	600	199	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2353290	2354363	-							G3568_RS11230	1074		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2353290	2354363	-	WP_163502236.1	WP_163502236.1		tartrate dehydrogenase			G3568_RS11230	1074	357	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2354482	2355426	+							G3568_RS11235	945		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2354482	2355426	+	WP_163502237.1	WP_163502237.1		LysR family transcriptional regulator			G3568_RS11235	945	314	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2355427	2356368	-							G3568_RS11240	942		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2355427	2356368	-	WP_163502238.1	WP_163502238.1		ABC transporter substrate-binding protein			G3568_RS11240	942	313	
gene	pseudogene	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2356450	2357576	-							G3568_RS11245	1127		pseudo
CDS	without_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2356450	2357576	-				TauD/TfdA family dioxygenase			G3568_RS11245	1127		pseudo
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2357780	2358676	+							G3568_RS11250	897		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2357780	2358676	+	WP_163502239.1	WP_163502239.1		LysR substrate-binding domain-containing protein			G3568_RS11250	897	298	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2358666	2359673	-					ltaE		G3568_RS11255	1008		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2358666	2359673	-	WP_163502240.1	WP_163502240.1		low-specificity L-threonine aldolase	ltaE		G3568_RS11255	1008	335	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2359654	2360517	-							G3568_RS11260	864		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2359654	2360517	-	WP_163502241.1	WP_163502241.1		zinc-dependent peptidase			G3568_RS11260	864	287	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2360522	2362093	-							G3568_RS11265	1572		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2360522	2362093	-	WP_163502242.1	WP_163502242.1		bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein			G3568_RS11265	1572	523	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2362299	2363462	+							G3568_RS11270	1164		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2362299	2363462	+	WP_163502243.1	WP_163502243.1		ABC transporter ATP-binding protein			G3568_RS11270	1164	387	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2363510	2364793	+							G3568_RS11275	1284		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2363510	2364793	+	WP_163502244.1	WP_163502244.1		ABC transporter substrate-binding protein			G3568_RS11275	1284	427	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2364910	2365794	+							G3568_RS11280	885		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2364910	2365794	+	WP_163504254.1	WP_163504254.1		sugar ABC transporter permease			G3568_RS11280	885	294	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2365823	2366665	+							G3568_RS11285	843		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2365823	2366665	+	WP_163502245.1	WP_163502245.1		carbohydrate ABC transporter permease			G3568_RS11285	843	280	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2366706	2367674	-							G3568_RS11290	969		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2366706	2367674	-	WP_163502246.1	WP_163502246.1		LysR family transcriptional regulator			G3568_RS11290	969	322	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2367898	2368890	+							G3568_RS11295	993		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2367898	2368890	+	WP_240457953.1	WP_240457953.1		ABC transporter ATP-binding protein			G3568_RS11295	993	330	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2368930	2369628	+							G3568_RS11300	699		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2368930	2369628	+	WP_163502248.1	WP_163502248.1		HAD-IA family hydrolase			G3568_RS11300	699	232	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2369630	2370937	+							G3568_RS11305	1308		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2369630	2370937	+	WP_163502249.1	WP_163502249.1		FAD-binding oxidoreductase			G3568_RS11305	1308	435	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2371129	2372184	+							G3568_RS11310	1056		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2371129	2372184	+	WP_240457955.1	WP_240457955.1		ABC transporter substrate-binding protein			G3568_RS11310	1056	351	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2372252	2372911	+							G3568_RS11315	660		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2372252	2372911	+	WP_240457957.1	WP_240457957.1		ABC transporter permease			G3568_RS11315	660	219	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2372884	2373153	+							G3568_RS23085	270		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2372884	2373153	+	WP_240457959.1	WP_240457959.1		ABC transporter permease subunit			G3568_RS23085	270	89	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2373150	2373938	+							G3568_RS11320	789		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2373150	2373938	+	WP_163502250.1	WP_163502250.1		ABC transporter permease			G3568_RS11320	789	262	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2373993	2374835	+							G3568_RS11325	843		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2373993	2374835	+	WP_163502251.1	WP_163502251.1		GNAT family N-acetyltransferase			G3568_RS11325	843	280	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2374850	2375773	+							G3568_RS11330	924		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2374850	2375773	+	WP_163502252.1	WP_163502252.1		glyoxylate/hydroxypyruvate reductase A			G3568_RS11330	924	307	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2375790	2376764	-							G3568_RS11335	975		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2375790	2376764	-	WP_163502253.1	WP_163502253.1		LysR substrate-binding domain-containing protein			G3568_RS11335	975	324	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2376902	2378431	+							G3568_RS11340	1530		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2376902	2378431	+	WP_205600809.1	WP_205600809.1		UxaA family hydrolase			G3568_RS11340	1530	509	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2378482	2379957	+							G3568_RS11345	1476		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2378482	2379957	+	WP_163502254.1	WP_163502254.1		NAD-dependent succinate-semialdehyde dehydrogenase			G3568_RS11345	1476	491	
gene	pseudogene	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2380085	2380812	+							G3568_RS11350	728		pseudo
CDS	without_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2380085	2380812	+				HpcH/HpaI aldolase/citrate lyase family protein			G3568_RS11350	728		pseudo
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2380899	2381846	+							G3568_RS11355	948		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2380899	2381846	+	WP_163502255.1	WP_163502255.1		tripartite tricarboxylate transporter substrate binding protein			G3568_RS11355	948	315	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2381909	2382385	+							G3568_RS11360	477		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2381909	2382385	+	WP_163502256.1	WP_163502256.1		tripartite tricarboxylate transporter TctB family protein			G3568_RS11360	477	158	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2382401	2383903	+							G3568_RS11365	1503		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2382401	2383903	+	WP_163502257.1	WP_163502257.1		tripartite tricarboxylate transporter permease			G3568_RS11365	1503	500	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2384085	2384852	+							G3568_RS11370	768		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2384085	2384852	+	WP_163502258.1	WP_163502258.1		glutaredoxin family protein			G3568_RS11370	768	255	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2384902	2385468	-							G3568_RS11375	567		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2384902	2385468	-	WP_163502259.1	WP_163502259.1		gamma-glutamylcyclotransferase			G3568_RS11375	567	188	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2385465	2386376	-							G3568_RS11380	912		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2385465	2386376	-	WP_163502260.1	WP_163502260.1		DMT family transporter			G3568_RS11380	912	303	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2386512	2386778	-							G3568_RS11385	267		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2386512	2386778	-	WP_095619927.1	WP_095619927.1		DksA/TraR family C4-type zinc finger protein			G3568_RS11385	267	88	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2386817	2388466	-							G3568_RS11390	1650		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2386817	2388466	-	WP_163502261.1	WP_163502261.1		BCCT family transporter			G3568_RS11390	1650	549	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2388583	2390109	-					betC		G3568_RS11395	1527		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2388583	2390109	-	WP_163504257.1	WP_163504257.1		choline-sulfatase	betC		G3568_RS11395	1527	508	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2390222	2391118	+							G3568_RS11400	897		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2390222	2391118	+	WP_163502262.1	WP_163502262.1		LysR substrate-binding domain-containing protein			G3568_RS11400	897	298	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2391157	2391558	-							G3568_RS11405	402		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2391157	2391558	-	WP_163502263.1	WP_163502263.1		heme-binding protein			G3568_RS11405	402	133	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2391722	2392972	-					glcF		G3568_RS11410	1251		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2391722	2392972	-	WP_163502264.1	WP_163502264.1		glycolate oxidase subunit GlcF	glcF		G3568_RS11410	1251	416	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2392973	2394046	-					glcE		G3568_RS11415	1074		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2392973	2394046	-	WP_163502265.1	WP_163502265.1		glycolate oxidase subunit GlcE	glcE		G3568_RS11415	1074	357	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2394056	2395555	-					glcD		G3568_RS11420	1500		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2394056	2395555	-	WP_163502266.1	WP_163502266.1		glycolate oxidase subunit GlcD	glcD		G3568_RS11420	1500	499	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2395733	2396512	+					glcC		G3568_RS11425	780		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2395733	2396512	+	WP_205600810.1	WP_205600810.1		transcriptional regulator GlcC	glcC		G3568_RS11425	780	259	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2396517	2397200	-							G3568_RS11430	684		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2396517	2397200	-	WP_163502267.1	WP_163502267.1		GntR family transcriptional regulator			G3568_RS11430	684	227	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2397403	2397864	+							G3568_RS11435	462		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2397403	2397864	+	WP_163502268.1	WP_163502268.1		heme-binding protein			G3568_RS11435	462	153	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2398076	2399056	+							G3568_RS11440	981		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2398076	2399056	+	WP_163502269.1	WP_163502269.1		TRAP transporter substrate-binding protein			G3568_RS11440	981	326	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2399145	2399732	+							G3568_RS11445	588		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2399145	2399732	+	WP_163502270.1	WP_163502270.1		TRAP transporter small permease			G3568_RS11445	588	195	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2399729	2401012	+							G3568_RS11450	1284		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2399729	2401012	+	WP_205600811.1	WP_205600811.1		TRAP transporter large permease			G3568_RS11450	1284	427	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2401079	2401864	+							G3568_RS11455	786		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2401079	2401864	+	WP_163502271.1	WP_163502271.1		enoyl-CoA hydratase/isomerase family protein			G3568_RS11455	786	261	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2401885	2403075	+							G3568_RS11460	1191		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2401885	2403075	+	WP_163502272.1	WP_163502272.1		CoA transferase			G3568_RS11460	1191	396	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2403141	2404349	+							G3568_RS11465	1209		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2403141	2404349	+	WP_163502273.1	WP_163502273.1		aminotransferase class V-fold PLP-dependent enzyme			G3568_RS11465	1209	402	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2404376	2407378	+							G3568_RS11470	3003		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2404376	2407378	+	WP_163502274.1	WP_163502274.1		FAD-binding oxidoreductase			G3568_RS11470	3003	1000	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2407471	2408385	-							G3568_RS11475	915		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2407471	2408385	-	WP_163502275.1	WP_163502275.1		amidohydrolase family protein			G3568_RS11475	915	304	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2408382	2409278	-							G3568_RS11480	897		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2408382	2409278	-	WP_163502276.1	WP_163502276.1		NAD(P)-dependent oxidoreductase			G3568_RS11480	897	298	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2409331	2410605	-							G3568_RS11485	1275		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2409331	2410605	-	WP_163502277.1	WP_163502277.1		TRAP transporter large permease			G3568_RS11485	1275	424	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2410615	2411082	-							G3568_RS11490	468		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2410615	2411082	-	WP_163502278.1	WP_163502278.1		TRAP transporter small permease			G3568_RS11490	468	155	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2411143	2412132	-							G3568_RS11495	990		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2411143	2412132	-	WP_163502279.1	WP_163502279.1		TRAP transporter substrate-binding protein			G3568_RS11495	990	329	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2412359	2413366	-							G3568_RS11500	1008		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2412359	2413366	-	WP_163502280.1	WP_163502280.1		4-hydroxythreonine-4-phosphate dehydrogenase PdxA			G3568_RS11500	1008	335	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2413404	2414702	-							G3568_RS11505	1299		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2413404	2414702	-	WP_163502281.1	WP_163502281.1		L-fuconate dehydratase			G3568_RS11505	1299	432	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2415176	2416495	-							G3568_RS11510	1320		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2415176	2416495	-	WP_163501133.1	WP_163501133.1		IS1380 family transposase			G3568_RS11510	1320	439	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2416747	2417664	+							G3568_RS11515	918		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2416747	2417664	+	WP_240458009.1	WP_240458009.1		LysR family transcriptional regulator			G3568_RS11515	918	305	
gene	pseudogene	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2417731	2419427	-							G3568_RS11520	1697		pseudo
CDS	without_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2417731	2419427	-				L-lactate permease			G3568_RS11520	1697		pseudo
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	2419837	2420544	+							G3568_RS11525	708		
